classifier,strategy,budget_pct,run,n_labeled,accuracy,f1_score,avg_query_time,avg_train_time
Neural Network,Margin Sampling,0.2,2,1311,0.49085365853658536,0.17450889622441046,0.002541144688924154,0.1135083834330241
Neural Network,Margin Sampling,0.2,3,1311,0.5274390243902439,0.18644524527793413,0.0025618871053059897,0.11882360776265462
Neural Network,Margin Sampling,0.2,4,1311,0.5237804878048781,0.16394544787164503,0.0025451978047688804,0.12007411321004231
Neural Network,Margin Sampling,0.4,0,2623,0.524390243902439,0.2131649993618924,0.0028382142384847007,0.12892353534698486
Neural Network,Margin Sampling,0.4,1,2623,0.5414634146341464,0.17405223641840098,0.0022116899490356445,0.13319353262583414
Neural Network,Margin Sampling,0.4,2,2623,0.5304878048780488,0.19462502842891813,0.0021947622299194336,0.1374411185582479
Neural Network,Margin Sampling,0.4,3,2623,0.5432926829268293,0.19246017164142012,0.002209186553955078,0.12957096099853516
Neural Network,Margin Sampling,0.4,4,2623,0.5445121951219513,0.20640878994381634,0.0028729836146036782,0.12980751196543375
Neural Network,Margin Sampling,0.6,0,3935,0.5432926829268293,0.1937030248436075,0.0021036863327026367,0.15601962804794312
Neural Network,Margin Sampling,0.6,1,3935,0.5457317073170732,0.18827185279678646,0.0020408928394317627,0.1629648506641388
Neural Network,Margin Sampling,0.6,2,3935,0.552439024390244,0.19459484923319006,0.002080589532852173,0.1546953320503235
Neural Network,Margin Sampling,0.6,3,3935,0.551829268292683,0.1889690360599963,0.002102792263031006,0.15315628051757812
Neural Network,Margin Sampling,0.6,4,3935,0.550609756097561,0.19309278616839146,0.0031394660472869873,0.16622459888458252
Neural Network,Margin Sampling,0.8,0,5247,0.5396341463414634,0.18712218618405163,0.0017906535755504262,0.20319175720214844
Neural Network,Margin Sampling,0.8,1,5247,0.5487804878048781,0.1893273087997899,0.0018562620336359198,0.20581514185125177
Neural Network,Margin Sampling,0.8,2,5247,0.5463414634146342,0.18966652384130095,0.0017661614851518111,0.19907981699163263
Neural Network,Margin Sampling,0.8,3,5247,0.5481707317073171,0.1871088608435246,0.001823923804543235,0.19751232320612128
Neural Network,Margin Sampling,0.8,4,5247,0.5481707317073171,0.19628317592625738,0.0018258528275923295,0.1957052837718617
Neural Network,Margin Sampling,1.0,0,6559,0.5432926829268293,0.19186422166539158,0.0016698837280273438,0.22876767011789176
Neural Network,Margin Sampling,1.0,1,6559,0.5317073170731708,0.15819772882474067,0.0016736067258394682,0.23189968329209548
Neural Network,Margin Sampling,1.0,2,6559,0.5420731707317074,0.17319180570040285,0.0017067469083345854,0.2277249006124643
Neural Network,Margin Sampling,1.0,3,6559,0.5402439024390244,0.18427298206726636,0.0016631896679218,0.23125256024874175
Neural Network,Margin Sampling,1.0,4,6559,0.5439024390243903,0.16970237373735017,0.0016148273761455829,0.23021641144385704
Neural Network,Least Confidence,0.2,0,1311,0.4695121951219512,0.17244493408776995,0.002546389897664388,0.11842862764994304
Neural Network,Least Confidence,0.2,1,1311,0.4920731707317073,0.19101006968626433,0.002518256505330404,0.11725775400797527
Neural Network,Least Confidence,0.2,2,1311,0.5134146341463415,0.1809518221847144,0.002421776453653971,0.11654035250345866
Neural Network,Least Confidence,0.2,3,1311,0.45670731707317075,0.16914576547276236,0.002606471379597982,0.12854750951131186
Neural Network,Least Confidence,0.2,4,1311,0.47560975609756095,0.19509681997089284,0.003302892049153646,0.12235188484191895
Neural Network,Least Confidence,0.4,0,2623,0.5317073170731708,0.17778631264294345,0.0022052129109700522,0.13379085063934326
Neural Network,Least Confidence,0.4,1,2623,0.5475609756097561,0.1871330660967677,0.0022789637247721353,0.1389240821202596
Neural Network,Least Confidence,0.4,2,2623,0.5384146341463415,0.19144264517481763,0.002209782600402832,0.1344466209411621
Neural Network,Least Confidence,0.4,3,2623,0.5335365853658537,0.15741269191403048,0.0022330284118652344,0.1340263287226359
Neural Network,Least Confidence,0.4,4,2623,0.5365853658536586,0.19515041742784853,0.0021979411443074546,0.13715680440266928
Neural Network,Least Confidence,0.6,0,3935,0.5481707317073171,0.18792244856497659,0.0019847452640533447,0.1562032401561737
Neural Network,Least Confidence,0.6,1,3935,0.5439024390243903,0.1875574489593291,0.0020273029804229736,0.15438315272331238
Neural Network,Least Confidence,0.6,2,3935,0.5481707317073171,0.1935136584337619,0.0020697414875030518,0.1585060954093933
Neural Network,Least Confidence,0.6,3,3935,0.5396341463414634,0.1801529223032814,0.0022223591804504395,0.1518091857433319
Neural Network,Least Confidence,0.6,4,3935,0.5469512195121952,0.1982461641833588,0.0020667612552642822,0.1527913212776184
Neural Network,Least Confidence,0.8,0,5247,0.5469512195121952,0.19196700646680562,0.0017819187857887962,0.19749719446355646
Neural Network,Least Confidence,0.8,1,5247,0.5487804878048781,0.18104067291712717,0.0019255551424893465,0.2033050927248868
Neural Network,Least Confidence,0.8,2,5247,0.5469512195121952,0.1966096001488048,0.001873016357421875,0.19373934919183905
Neural Network,Least Confidence,0.8,3,5247,0.5408536585365854,0.1931058495089176,0.0017396753484552557,0.19185842167247424
Neural Network,Least Confidence,0.8,4,5247,0.551219512195122,0.19675776307331125,0.0017513578588312323,0.19321630217812277
Neural Network,Least Confidence,1.0,0,6559,0.5493902439024391,0.19351973474893228,0.0016560554504394531,0.22125858526963454
Neural Network,Least Confidence,1.0,1,6559,0.5469512195121952,0.17640744124159424,0.0019348034491905798,0.21644975588871881
Neural Network,Least Confidence,1.0,2,6559,0.5579268292682927,0.198436838011298,0.0015630905444805438,0.2175757334782527
Neural Network,Least Confidence,1.0,3,6559,0.5542682926829269,0.1885666678703855,0.0017405840066763072,0.2216964684999906
Neural Network,Least Confidence,1.0,4,6559,0.5384146341463415,0.17072842166194108,0.0015733058636005109,0.22134210513188288
Naive Bayes,Random Sampling,0.2,0,1311,0.06402439024390244,0.06397680658369592,0.00015282630920410156,0.0005844434102376302
Naive Bayes,Random Sampling,0.2,1,1311,0.06585365853658537,0.06261132907959649,0.00013868014017740885,0.0005753835042317709
Naive Bayes,Random Sampling,0.2,2,1311,0.056707317073170734,0.0539002780037636,0.00014988581339518228,0.0005714893341064453
Naive Bayes,Random Sampling,0.2,3,1311,0.04878048780487805,0.05809023137525615,0.0001433690388997396,0.000591119130452474
Naive Bayes,Random Sampling,0.2,4,1311,0.05060975609756098,0.05003924020270333,0.00013915697733561197,0.0005594094594319662
Naive Bayes,Random Sampling,0.4,0,2623,0.039634146341463415,0.03472178583618188,0.00012671947479248047,0.0007553497950236002
Naive Bayes,Random Sampling,0.4,1,2623,0.03780487804878049,0.04075198598038004,0.00012926260630289713,0.0007479588190714518
Naive Bayes,Random Sampling,0.4,2,2623,0.03780487804878049,0.03265713849812991,0.00013204415639241537,0.0007836023966471354
Naive Bayes,Random Sampling,0.4,3,2623,0.03475609756097561,0.03847418524023685,0.00013085206349690756,0.0007322231928507487
Naive Bayes,Random Sampling,0.4,4,2623,0.028658536585365855,0.025189455788761486,0.0001408259073893229,0.0007586081822713217
Naive Bayes,Random Sampling,0.6,0,3935,0.026829268292682926,0.03182115105053088,0.00012409687042236328,0.000841975212097168
Naive Bayes,Random Sampling,0.6,1,3935,0.02804878048780488,0.029228068348446157,0.00012451410293579102,0.0008659958839416504
Naive Bayes,Random Sampling,0.6,2,3935,0.024390243902439025,0.022737783727114127,0.00012955069541931152,0.0009260177612304688
Naive Bayes,Random Sampling,0.6,3,3935,0.024390243902439025,0.023873980576548395,0.0001341700553894043,0.001010984182357788
Naive Bayes,Random Sampling,0.6,4,3935,0.029878048780487804,0.027946766843622444,0.0001481175422668457,0.0009116530418395996
Naive Bayes,Random Sampling,0.8,0,5247,0.025,0.02434956234673787,0.0001243027773770419,0.0010906566273082387
Naive Bayes,Random Sampling,0.8,1,5247,0.02621951219512195,0.031036989038730985,0.00011827728965065695,0.0011669939214533026
Naive Bayes,Random Sampling,0.8,2,5247,0.026829268292682926,0.025162804129786484,0.00012083487077192827,0.0011032061143354936
Naive Bayes,Random Sampling,0.8,3,5247,0.025,0.02575532896573023,0.00011138482527299361,0.0010779987681995738
Naive Bayes,Random Sampling,0.8,4,5247,0.028658536585365855,0.028184344262724877,0.00012651356783780184,0.0011606433174826882
Naive Bayes,Random Sampling,1.0,0,6559,0.02621951219512195,0.028906239510391823,0.00010246496934157152,0.001263104952298678
Naive Bayes,Random Sampling,1.0,1,6559,0.02621951219512195,0.028906239510391823,0.00012074984036959134,0.0012985743009127104
Naive Bayes,Random Sampling,1.0,2,6559,0.02621951219512195,0.028906239510391823,9.489059448242188e-05,0.0011217777545635516
Naive Bayes,Random Sampling,1.0,3,6559,0.02621951219512195,0.028906239510391823,9.331336388221153e-05,0.0010965604048508864
Naive Bayes,Random Sampling,1.0,4,6559,0.02621951219512195,0.028906239510391823,9.366182180551383e-05,0.0011031811053936298
Naive Bayes,Entropy Sampling,0.2,0,1311,0.0701219512195122,0.07179854428838264,0.005115032196044922,0.0006769498189290365
Naive Bayes,Entropy Sampling,0.2,1,1311,0.08475609756097562,0.07036326455781687,0.005726257960001628,0.0006258487701416016
Naive Bayes,Entropy Sampling,0.2,2,1311,0.1024390243902439,0.06301336236034359,0.005398114522298177,0.0006639957427978516
Naive Bayes,Entropy Sampling,0.2,3,1311,0.1701219512195122,0.11544026896401448,0.005303780237833659,0.0006227493286132812
Naive Bayes,Entropy Sampling,0.2,4,1311,0.0524390243902439,0.04726004361918374,0.005238691965738933,0.0006253719329833984
Naive Bayes,Entropy Sampling,0.4,0,2623,0.031097560975609756,0.02211073576534485,0.004404862721761067,0.0007899999618530273
Naive Bayes,Entropy Sampling,0.4,1,2623,0.056707317073170734,0.038590175761908534,0.004594683647155762,0.0008107423782348633
Naive Bayes,Entropy Sampling,0.4,2,2623,0.10121951219512196,0.059857064917262774,0.004860242207845052,0.0008006890614827474
Naive Bayes,Entropy Sampling,0.4,3,2623,0.12682926829268293,0.07922160394535677,0.004702289899190267,0.0008145173390706381
Naive Bayes,Entropy Sampling,0.4,4,2623,0.04939024390243903,0.04582073744024354,0.0045689741770426435,0.0008035898208618164
Naive Bayes,Entropy Sampling,0.6,0,3935,0.032926829268292684,0.023582430268462417,0.003996551036834717,0.0008837878704071045
Naive Bayes,Entropy Sampling,0.6,1,3935,0.06097560975609756,0.051486938055748686,0.004120439291000366,0.0008845329284667969
Naive Bayes,Entropy Sampling,0.6,2,3935,0.09268292682926829,0.06056589422361025,0.004292279481887817,0.0008894503116607666
Naive Bayes,Entropy Sampling,0.6,3,3935,0.11951219512195121,0.07994873980702229,0.00424116849899292,0.0009011328220367432
Naive Bayes,Entropy Sampling,0.6,4,3935,0.04695121951219512,0.044636627050174404,0.004121571779251099,0.0008868575096130371
Naive Bayes,Entropy Sampling,0.8,0,5247,0.031097560975609756,0.03400020336305576,0.0034303881905295634,0.0010230974717573686
Naive Bayes,Entropy Sampling,0.8,1,5247,0.057926829268292686,0.04851603183736812,0.0034895376725630326,0.0010244196111505682
Naive Bayes,Entropy Sampling,0.8,2,5247,0.09207317073170732,0.05865110128238223,0.0039064884185791016,0.0010927156968550248
Naive Bayes,Entropy Sampling,0.8,3,5247,0.1,0.054849498874765916,0.0039639906449751424,0.001078410582108931
Naive Bayes,Entropy Sampling,0.8,4,5247,0.042682926829268296,0.034747807766688545,0.003648454492742365,0.0010640404441139915
Naive Bayes,Entropy Sampling,1.0,0,6559,0.02621951219512195,0.028906239510391823,0.0030595522660475513,0.001125317353468675
Naive Bayes,Entropy Sampling,1.0,1,6559,0.02621951219512195,0.028906239510391823,0.00307316046494704,0.0011177979982816256
Naive Bayes,Entropy Sampling,1.0,2,6559,0.02621951219512195,0.028906239510391823,0.003228425979614258,0.0011390906113844651
Naive Bayes,Entropy Sampling,1.0,3,6559,0.02621951219512195,0.028906239510391823,0.0031561484703650842,0.0011417865753173828
Naive Bayes,Entropy Sampling,1.0,4,6559,0.02621951219512195,0.028906239510391823,0.003110463802631085,0.0011494709895207332
Naive Bayes,Margin Sampling,0.2,0,1311,0.06951219512195123,0.07272826799013202,0.0048274993896484375,0.0005854765574137369
Naive Bayes,Margin Sampling,0.2,1,1311,0.09024390243902439,0.08421295582137472,0.005081733067830403,0.0006259282430013021
Naive Bayes,Margin Sampling,0.2,2,1311,0.1024390243902439,0.06187476039498316,0.005338986714680989,0.000675042470296224
Naive Bayes,Margin Sampling,0.2,3,1311,0.14878048780487804,0.10334689363996714,0.005119164784749349,0.0006132125854492188
Naive Bayes,Margin Sampling,0.2,4,1311,0.0524390243902439,0.04726004361918374,0.00503087043762207,0.0006467501322428385
Naive Bayes,Margin Sampling,0.4,0,2623,0.05853658536585366,0.05932322758125033,0.004360318183898926,0.0008138020833333334
Naive Bayes,Margin Sampling,0.4,1,2623,0.06463414634146342,0.05178394561364548,0.004822651545206706,0.0008116960525512695
Naive Bayes,Margin Sampling,0.4,2,2623,0.10121951219512196,0.059857064917262774,0.005162477493286133,0.0008272727330525717
Naive Bayes,Margin Sampling,0.4,3,2623,0.1225609756097561,0.07398592815792014,0.004558722178141276,0.0007975101470947266
Naive Bayes,Margin Sampling,0.4,4,2623,0.04939024390243903,0.04582073744024354,0.004507859547932942,0.0008105039596557617
Naive Bayes,Margin Sampling,0.6,0,3935,0.05426829268292683,0.05582997832705407,0.0040350258350372314,0.0008936822414398193
Naive Bayes,Margin Sampling,0.6,1,3935,0.07378048780487804,0.06664483194237888,0.004104018211364746,0.0009048283100128174
Naive Bayes,Margin Sampling,0.6,2,3935,0.09268292682926829,0.06056589422361025,0.004286289215087891,0.0009210407733917236
Naive Bayes,Margin Sampling,0.6,3,3935,0.046341463414634146,0.04515330378472207,0.004159480333328247,0.0008836686611175537
Naive Bayes,Margin Sampling,0.6,4,3935,0.04695121951219512,0.044636627050174404,0.004117757081985474,0.000907599925994873
Naive Bayes,Margin Sampling,0.8,0,5247,0.05304878048780488,0.056509986784320114,0.003480065952647816,0.001051729375665838
Naive Bayes,Margin Sampling,0.8,1,5247,0.06219512195121951,0.05853483683561459,0.0035206621343439274,0.0010302066802978516
Naive Bayes,Margin Sampling,0.8,2,5247,0.032926829268292684,0.036921693192592156,0.003627213564786044,0.0010276490991765802
Naive Bayes,Margin Sampling,0.8,3,5247,0.048170731707317074,0.05114863455760736,0.0035288117148659444,0.001027692448009144
Naive Bayes,Margin Sampling,0.8,4,5247,0.06707317073170732,0.0705514717970359,0.003516478972001509,0.0010427344929088247
Naive Bayes,Margin Sampling,1.0,0,6559,0.02621951219512195,0.028906239510391823,0.002984138635488657,0.0011338820824256311
Naive Bayes,Margin Sampling,1.0,1,6559,0.02621951219512195,0.028906239510391823,0.003083027326143705,0.0011305809020996094
Naive Bayes,Margin Sampling,1.0,2,6559,0.02621951219512195,0.028906239510391823,0.0031920579763559196,0.0011525154113769531
Naive Bayes,Margin Sampling,1.0,3,6559,0.02621951219512195,0.028906239510391823,0.00307772709773137,0.0011413830977219802
Naive Bayes,Margin Sampling,1.0,4,6559,0.02621951219512195,0.028906239510391823,0.003094654816847581,0.0011469400846041166
Naive Bayes,Least Confidence,0.2,0,1311,0.06951219512195123,0.07272826799013202,0.004575967788696289,0.0006239414215087891
Naive Bayes,Least Confidence,0.2,1,1311,0.08536585365853659,0.07243377310311486,0.005056222279866536,0.0006548563639322916
Naive Bayes,Least Confidence,0.2,2,1311,0.1024390243902439,0.06187476039498316,0.005280097325642903,0.0006415843963623047
Naive Bayes,Least Confidence,0.2,3,1311,0.14878048780487804,0.10320450657926962,0.004973888397216797,0.0006615320841471354
Naive Bayes,Least Confidence,0.2,4,1311,0.0524390243902439,0.04726004361918374,0.004824399948120117,0.0006376107533772787
Naive Bayes,Least Confidence,0.4,0,2623,0.05853658536585366,0.05932322758125033,0.004769961039225261,0.0008111397425333658
Naive Bayes,Least Confidence,0.4,1,2623,0.056707317073170734,0.038590175761908534,0.004302302996317546,0.000800927480061849
Naive Bayes,Least Confidence,0.4,2,2623,0.10121951219512196,0.059857064917262774,0.004505832990010579,0.0007938146591186523
Naive Bayes,Least Confidence,0.4,3,2623,0.11585365853658537,0.06025574614813611,0.0045473575592041016,0.0008392333984375
Naive Bayes,Least Confidence,0.4,4,2623,0.04939024390243903,0.04582073744024354,0.004409591356913249,0.000844120979309082
Naive Bayes,Least Confidence,0.6,0,3935,0.05426829268292683,0.05582997832705407,0.003844231367111206,0.0008916258811950684
Naive Bayes,Least Confidence,0.6,1,3935,0.06097560975609756,0.05178287525004763,0.003922164440155029,0.0008854269981384277
Naive Bayes,Least Confidence,0.6,2,3935,0.09268292682926829,0.06056589422361025,0.004134833812713623,0.0008937418460845947
Naive Bayes,Least Confidence,0.6,3,3935,0.11646341463414635,0.06400812752824031,0.00403982400894165,0.0009004771709442139
Naive Bayes,Least Confidence,0.6,4,3935,0.04695121951219512,0.044636627050174404,0.0039598047733306885,0.0009150207042694092
Naive Bayes,Least Confidence,0.8,0,5247,0.036585365853658534,0.03905424023927613,0.0033097917383367367,0.0010597489096901634
Naive Bayes,Least Confidence,0.8,1,5247,0.05,0.0480066658269254,0.0033767223358154297,0.001063195141878995
Naive Bayes,Least Confidence,0.8,2,5247,0.03353658536585366,0.03618140910275742,0.0035271427848122335,0.0010341730984774504
Naive Bayes,Least Confidence,0.8,3,5247,0.10609756097560975,0.06159905831698339,0.0034459937702525745,0.0010638236999511719
Naive Bayes,Least Confidence,0.8,4,5247,0.060365853658536583,0.0648046550620392,0.003318721597844904,0.0010306618430397727
Naive Bayes,Least Confidence,1.0,0,6559,0.02621951219512195,0.028906239510391823,0.002971245692326472,0.0011590810922475962
Naive Bayes,Least Confidence,1.0,1,6559,0.02621951219512195,0.028906239510391823,0.0029822496267465446,0.0011344689589280349
Naive Bayes,Least Confidence,1.0,2,6559,0.02621951219512195,0.028906239510391823,0.0030616246736966646,0.0011531573075514573
Naive Bayes,Least Confidence,1.0,3,6559,0.02621951219512195,0.028906239510391823,0.0030004244584303638,0.0011277932387131911
Naive Bayes,Least Confidence,1.0,4,6559,0.02621951219512195,0.028906239510391823,0.0029822312868558443,0.0011335152846116286
Random Forest,Random Sampling,0.2,0,1311,0.48109756097560974,0.20305511853085964,0.000156402587890625,0.08821940422058105
Random Forest,Random Sampling,0.2,1,1311,0.4658536585365854,0.22310606623948492,0.00015171368916829428,0.08590888977050781
Random Forest,Random Sampling,0.2,2,1311,0.4823170731707317,0.23578187356037938,0.0001835028330485026,0.08586859703063965
Random Forest,Random Sampling,0.2,3,1311,0.4676829268292683,0.23656912519452034,0.00015004475911458334,0.08667771021525066
Random Forest,Random Sampling,0.2,4,1311,0.4609756097560976,0.220820056284229,0.0001933574676513672,0.08732414245605469
Random Forest,Random Sampling,0.4,0,2623,0.4798780487804878,0.21655300480701786,0.0001427332560221354,0.09106302261352539
Random Forest,Random Sampling,0.4,1,2623,0.45365853658536587,0.20156220462003585,0.00015652179718017578,0.08691199620564778
Random Forest,Random Sampling,0.4,2,2623,0.4658536585365854,0.23726608124956933,0.00013895829518636069,0.08729231357574463
Random Forest,Random Sampling,0.4,3,2623,0.4792682926829268,0.23828985039223863,0.00014921029408772787,0.08895444869995117
Random Forest,Random Sampling,0.4,4,2623,0.4603658536585366,0.2213726621118654,0.00015270709991455078,0.091697891553243
Random Forest,Random Sampling,0.6,0,3935,0.4689024390243902,0.2163669454319648,0.00014078617095947266,0.08690875768661499
Random Forest,Random Sampling,0.6,1,3935,0.45914634146341465,0.20652082843600075,0.0001361370086669922,0.089599609375
Random Forest,Random Sampling,0.6,2,3935,0.475,0.22992416760864534,0.00013837218284606934,0.0909934937953949
Random Forest,Random Sampling,0.6,3,3935,0.47317073170731705,0.22431149167537395,0.00013807415962219238,0.08710077404975891
Random Forest,Random Sampling,0.6,4,3935,0.4792682926829268,0.2328281128645417,0.00013765692710876465,0.09145119786262512
Random Forest,Random Sampling,0.8,0,5247,0.47012195121951217,0.22455709056013953,0.00012146342884410511,0.09079783613031561
Random Forest,Random Sampling,0.8,1,5247,0.4560975609756098,0.2270153329887449,0.0001269253817471591,0.09166966785084117
Random Forest,Random Sampling,0.8,2,5247,0.47317073170731705,0.22554155509628057,0.0001276839863170277,0.09115130251104181
Random Forest,Random Sampling,0.8,3,5247,0.4603658536585366,0.21615574352370592,0.0001210299405184659,0.09094236113808372
Random Forest,Random Sampling,0.8,4,5247,0.4719512195121951,0.2251074969180969,0.00012649189342151988,0.09222704713994806
Random Forest,Random Sampling,1.0,0,6559,0.4725609756097561,0.23275232626994502,0.000130158204298753,0.09457861460172214
Random Forest,Random Sampling,1.0,1,6559,0.47073170731707314,0.23036092253507137,0.00011645830594576322,0.09391588431138259
Random Forest,Random Sampling,1.0,2,6559,0.4713414634146341,0.23421866214836898,0.00012669196495643028,0.09326446973360501
Random Forest,Random Sampling,1.0,3,6559,0.4713414634146341,0.2305215134868654,0.00011658668518066406,0.0933978924384484
Random Forest,Random Sampling,1.0,4,6559,0.47073170731707314,0.2296703849781571,0.00011893419119027945,0.09407610159653884
Random Forest,Entropy Sampling,0.2,0,1311,0.4792682926829268,0.23528284467010652,0.012905597686767578,0.08498930931091309
Random Forest,Entropy Sampling,0.2,1,1311,0.4585365853658537,0.2179458963298624,0.016108115514119465,0.08746147155761719
Random Forest,Entropy Sampling,0.2,2,1311,0.49329268292682926,0.2553962591101183,0.01295797030131022,0.0857538382212321
Random Forest,Entropy Sampling,0.2,3,1311,0.4945121951219512,0.2120704897684574,0.01277470588684082,0.08216659228006999
