classifier,budget_pct,strategy,baseline_mean,baseline_std,strategy_mean,strategy_std,improvement,improvement_pct,wilcoxon_statistic,p_value,cliffs_delta,effect_size,n_samples,p_value_corrected,significant
SVM,0.4,Least Confidence,0.17991550316240063,0.0036708854939055463,0.1677478750290456,0.00827084248004336,-0.012167628133355035,-6.7629681264165065,0.0,1.0,-0.84,groß,5,1.0,False
SVM,0.6,Entropy Sampling,0.18258342919789294,0.005202972480431429,0.18106564273649461,0.006661563773024017,-0.0015177864613983294,-0.8312837961616316,5.0,0.78125,-0.12,vernachlässigbar,5,1.0,False
SVM,0.6,Margin Sampling,0.18258342919789294,0.005202972480431429,0.17574050718807105,0.009260669324400929,-0.006842922009821895,-3.7478329988014396,3.0,0.90625,-0.44,mittel,5,1.0,False
SVM,0.6,Least Confidence,0.18258342919789294,0.005202972480431429,0.17943122717685328,0.003833582446340059,-0.003152202021039663,-1.7264447463209547,4.0,0.84375,-0.28,klein,5,1.0,False
SVM,0.8,Entropy Sampling,0.18262882331928992,0.004570299916843953,0.18083302919914673,0.004271232645327462,-0.0017957941201431904,-0.9833026832810525,7.0,0.59375,-0.12,vernachlässigbar,5,1.0,False
SVM,0.8,Margin Sampling,0.18262882331928992,0.004570299916843953,0.17628411475554112,0.006753109121384913,-0.006344708563748802,-3.474100335551278,2.0,0.9375,-0.52,groß,5,1.0,False
SVM,0.8,Least Confidence,0.18262882331928992,0.004570299916843953,0.18083302919914673,0.004271232645327461,-0.0017957941201431904,-0.9833026832810525,5.0,0.78125,-0.12,vernachlässigbar,5,1.0,False
SVM,1.0,Entropy Sampling,0.17743192991707504,0.0,0.17743192991707504,0.0,0.0,0.0,0.0,1.0,0.0,vernachlässigbar,5,1.0,False
SVM,1.0,Margin Sampling,0.17743192991707504,0.0,0.17743192991707504,0.0,0.0,0.0,0.0,1.0,0.0,vernachlässigbar,5,1.0,False
SVM,1.0,Least Confidence,0.17743192991707504,0.0,0.17743192991707504,0.0,0.0,0.0,0.0,1.0,0.0,vernachlässigbar,5,1.0,False
