classifier,strategy,budget_pct,run,n_labeled,accuracy,f1_score,avg_query_time,avg_train_time
Naive Bayes,Entropy Sampling,0.4,1,24000,0.6327,0.5991601719589688,1.2205737803844696,0.02938511016521048
Naive Bayes,Entropy Sampling,0.4,2,24000,0.6116,0.5771878116310294,1.216463753517638,0.02941293919340093
Naive Bayes,Entropy Sampling,0.6,0,36000,0.5787,0.5572090900318922,1.0659819388053786,0.04561380601265061
Naive Bayes,Entropy Sampling,0.6,1,36000,0.5547,0.5270704503021723,1.0645223939922495,0.04575109817612339
Naive Bayes,Entropy Sampling,0.6,2,36000,0.554,0.5288599062165701,1.0669541358947754,0.04567741340314838
Naive Bayes,Entropy Sampling,0.8,0,48000,0.559,0.5349492561122043,0.911524594457526,0.06263191825465152
Naive Bayes,Entropy Sampling,0.8,1,48000,0.5453,0.5188979237469639,0.9115789814999229,0.06275651831375925
Naive Bayes,Entropy Sampling,0.8,2,48000,0.5457,0.5200986859286826,0.9112245559692382,0.06254037304928428
Naive Bayes,Entropy Sampling,1.0,0,60000,0.556,0.5095007916775754,0.7593985445359174,0.08018359015969669
Naive Bayes,Entropy Sampling,1.0,1,60000,0.556,0.5095007916775754,0.7583109811574471,0.07993448481840246
Naive Bayes,Entropy Sampling,1.0,2,60000,0.556,0.5095007916775754,0.7570293430520707,0.08012125271709025
Naive Bayes,Margin Sampling,0.2,0,12000,0.6196,0.5906930399613826,1.389501893002054,0.013242130694182022
Naive Bayes,Margin Sampling,0.2,1,12000,0.5709,0.5423311029103297,1.3690919254137122,0.013711545778357464
Naive Bayes,Margin Sampling,0.2,2,12000,0.5961,0.5764726987333868,1.3680129465849504,0.013761862464573072
Naive Bayes,Margin Sampling,0.4,0,24000,0.5717,0.5330660274195633,1.2160557635287021,0.029472868493262756
Naive Bayes,Margin Sampling,0.4,1,24000,0.5496,0.5081336240791761,1.2166513990848622,0.029715274242644616
Naive Bayes,Margin Sampling,0.4,2,24000,0.5691,0.5333623680145674,1.2153485886594082,0.029726814716420275
Naive Bayes,Margin Sampling,0.6,0,36000,0.559,0.5072834610586245,1.0643115177960463,0.045949200509299695
Naive Bayes,Margin Sampling,0.6,1,36000,0.5512,0.4953669979081113,1.065573510989337,0.046079665842190594
Naive Bayes,Margin Sampling,0.6,2,36000,0.5552,0.5092386145912343,1.070585442260957,0.0461303281112456
Naive Bayes,Margin Sampling,0.8,0,48000,0.5583,0.5100812621394761,0.9123491462908293,0.06303716960706209
Naive Bayes,Margin Sampling,0.8,1,48000,0.5539,0.5010678402766013,0.9112110539486534,0.06316428686443128
Naive Bayes,Margin Sampling,0.8,2,48000,0.5564,0.5067696771658337,0.9155322978371068,0.06309806171216463
Naive Bayes,Margin Sampling,1.0,0,60000,0.556,0.5095007916775754,0.756306369765466,0.08009614263262067
Naive Bayes,Margin Sampling,1.0,1,60000,0.556,0.5095007916775754,0.7564968321503711,0.0801480838230678
Naive Bayes,Margin Sampling,1.0,2,60000,0.556,0.5095007916775754,0.7570146472514176,0.0801678044455392
Naive Bayes,Least Confidence,0.2,0,12000,0.5987,0.5688441622185428,1.3687943686609683,0.013160871422809103
Naive Bayes,Least Confidence,0.2,1,12000,0.5709,0.5423311029103297,1.3682576262432595,0.01372007701707923
Naive Bayes,Least Confidence,0.2,2,12000,0.6004,0.5696667087161091,1.367722158846648,0.013785051262896994
Naive Bayes,Least Confidence,0.4,0,24000,0.5709,0.5315407374808051,1.216662143139129,0.029452886987239756
Naive Bayes,Least Confidence,0.4,1,24000,0.5568,0.5114821263705502,1.2213268432211368,0.02978856512840758
Naive Bayes,Least Confidence,0.4,2,24000,0.5847,0.5510956774275856,1.2170285113314365,0.029753994434437853
Naive Bayes,Least Confidence,0.6,0,36000,0.5632,0.5158732230058696,1.0644609525170126,0.045931480300258586
Naive Bayes,Least Confidence,0.6,1,36000,0.55,0.49683760044057534,1.0656813601372948,0.04621986604072678
Naive Bayes,Least Confidence,0.6,2,36000,0.5653,0.520263937680111,1.0707587658519475,0.04602662610336089
Naive Bayes,Least Confidence,0.8,0,48000,0.5587,0.5096032061070652,0.9134328892356471,0.06309618196989361
Naive Bayes,Least Confidence,0.8,1,48000,0.5587,0.5100747638400758,0.9129111666428416,0.06301031112670899
Naive Bayes,Least Confidence,0.8,2,48000,0.5579,0.5074814426465297,0.9108746001594945,0.0630811515607332
Naive Bayes,Least Confidence,1.0,0,60000,0.556,0.5095007916775754,0.7566495522731492,0.08003871981837168
Naive Bayes,Least Confidence,1.0,1,60000,0.556,0.5095007916775754,0.7576220255939901,0.08021963343900793
Naive Bayes,Least Confidence,1.0,2,60000,0.556,0.5095007916775754,0.7567992631126853,0.07994522367204938
Random Forest,Random Sampling,0.2,0,12000,0.9528,0.9523121910420841,0.022441439006639564,0.21356432334236478
Random Forest,Random Sampling,0.2,1,12000,0.953,0.9525455838258429,0.022601210552713146,0.21357141370358673
Random Forest,Random Sampling,0.2,2,12000,0.9525,0.9520235869629531,0.022405334140943443,0.21703539723935333
Random Forest,Random Sampling,0.4,0,24000,0.9614,0.9609959723193062,0.020275308730754445,0.43274911413801476
Random Forest,Random Sampling,0.4,1,24000,0.9627,0.962411536375288,0.020277779153052795,0.4400883583312339
Random Forest,Random Sampling,0.4,2,24000,0.9627,0.962310571476029,0.02020993638545909,0.44577940474165245
Random Forest,Random Sampling,0.6,0,36000,0.9647,0.9644370637985349,0.018029861047234332,0.704917739814436
Random Forest,Random Sampling,0.6,1,36000,0.9642,0.9638811881825106,0.018092850564231336,0.7141865475077025
Random Forest,Random Sampling,0.6,2,36000,0.9644,0.9640760653467499,0.017898573002345125,0.7199020117101534
Random Forest,Random Sampling,0.8,0,48000,0.9672,0.9669501475693899,0.015101066388581929,1.0025135642603824
Random Forest,Random Sampling,0.8,1,48000,0.9669,0.9666493584640319,0.015237522125244141,1.0063114442323384
Random Forest,Random Sampling,0.8,2,48000,0.9666,0.9663100458661338,0.015415999763890317,1.0122756305493807
Random Forest,Random Sampling,1.0,0,60000,0.9685,0.9682509850140285,0.012623921161940117,1.3162198407309396
Random Forest,Random Sampling,1.0,1,60000,0.968,0.967763007446697,0.01274403604138799,1.3204536998973173
Random Forest,Random Sampling,1.0,2,60000,0.9704,0.970164534015382,0.012632305882558101,1.3227235249110632
Random Forest,Entropy Sampling,0.2,0,12000,0.9712,0.970954036653746,0.18034766031348187,0.28269304399905
Random Forest,Entropy Sampling,0.2,1,12000,0.9701,0.969899366331332,0.18231873926909073,0.2846632107444432
Random Forest,Entropy Sampling,0.2,2,12000,0.9693,0.9690331162905569,0.18198956613955292,0.2821000969928244
Random Forest,Entropy Sampling,0.4,0,24000,0.9724,0.9722012541422893,0.16713007967522803,0.5362803986731995
Random Forest,Entropy Sampling,0.4,1,24000,0.9728,0.9725666744391713,0.16721828440402417,0.5346573920960122
Random Forest,Entropy Sampling,0.4,2,24000,0.9732,0.9730280788654063,0.1669101562905819,0.5359855915637727
Random Forest,Entropy Sampling,0.6,0,36000,0.969,0.9687436679387009,0.14739480488736864,0.8019622681846081
Random Forest,Entropy Sampling,0.6,1,36000,0.97,0.9697501185895124,0.14748937311306806,0.8057172701392376
Random Forest,Entropy Sampling,0.6,2,36000,0.9698,0.9695783624367307,0.14772686488191847,0.8056170906819088
Random Forest,Entropy Sampling,0.8,0,48000,0.9701,0.9698621112354505,0.12596280700282048,1.0824800340752854
Random Forest,Entropy Sampling,0.8,1,48000,0.9678,0.9675900499711491,0.12546667299772563,1.0859006028426321
Random Forest,Entropy Sampling,0.8,2,48000,0.9705,0.9703382016876834,0.126149488750257,1.0864711937151457
Random Forest,Entropy Sampling,1.0,0,60000,0.9673,0.9670245091879266,0.10597673384081416,1.3767757175349389
Random Forest,Entropy Sampling,1.0,1,60000,0.9691,0.9688597289313055,0.10573216847011022,1.3786949189771123
Random Forest,Entropy Sampling,1.0,2,60000,0.9688,0.9685788523118216,0.1060977563136766,1.3777228784160453
Random Forest,Margin Sampling,0.2,0,12000,0.9767,0.9765446894562839,0.1801594132962434,0.29324702594591223
Random Forest,Margin Sampling,0.2,1,12000,0.9759,0.9757365604542019,0.18129463817762292,0.2844274665998376
Random Forest,Margin Sampling,0.2,2,12000,0.9766,0.9763997045713289,0.18147455091061798,0.28369542826776917
Random Forest,Margin Sampling,0.4,0,24000,0.9724,0.9722433163142592,0.16649827551334462,0.5400392197548075
Random Forest,Margin Sampling,0.4,1,24000,0.9725,0.9723321909786314,0.1661199153737819,0.5391976985525577
Random Forest,Margin Sampling,0.4,2,24000,0.9717,0.9714660179675143,0.16620134800038439,0.5392811095460932
Random Forest,Margin Sampling,0.6,0,36000,0.9701,0.9699424965885738,0.1470965264548718,0.8068800812036219
Random Forest,Margin Sampling,0.6,1,36000,0.9695,0.9693420359024125,0.14688079457887462,0.8072171110502431
Random Forest,Margin Sampling,0.6,2,36000,0.9709,0.9706548298801225,0.14651542985943003,0.8057656825428278
Random Forest,Margin Sampling,0.8,0,48000,0.9693,0.9690745798778307,0.12579185084292763,1.0887845993041991
Random Forest,Margin Sampling,0.8,1,48000,0.9705,0.9703276150028121,0.12484092461435418,1.091974609776547
Random Forest,Margin Sampling,0.8,2,48000,0.969,0.968741544107312,0.12551855288053815,1.0885125787634597
Random Forest,Margin Sampling,1.0,0,60000,0.9683,0.9680665672575971,0.1048452513558524,1.3768938208828454
Random Forest,Margin Sampling,1.0,1,60000,0.9696,0.9693568143254879,0.10556130449311073,1.380409757630164
Random Forest,Margin Sampling,1.0,2,60000,0.968,0.9677276815932571,0.10519575271285883,1.3813307145062614
Random Forest,Least Confidence,0.2,0,12000,0.9748,0.974566425757003,0.1816116312275762,0.2877865459607995
Random Forest,Least Confidence,0.2,1,12000,0.9748,0.974578531480525,0.18246190444282864,0.2846366218898607
Random Forest,Least Confidence,0.2,2,12000,0.9747,0.9744412626377518,0.17943853917329208,0.28723763382953144
Random Forest,Least Confidence,0.4,0,24000,0.973,0.9727868416209926,0.16571405593385088,0.5414033189732977
Random Forest,Least Confidence,0.4,1,24000,0.9731,0.9729305153610953,0.16624794615075944,0.5390765311870169
Random Forest,Least Confidence,0.4,2,24000,0.9715,0.9713103112466543,0.16775334642288534,0.5409175030728604
Random Forest,Least Confidence,0.6,0,36000,0.9703,0.9700934474860008,0.1462317789104623,0.8112248971428669
Random Forest,Least Confidence,0.6,1,36000,0.9705,0.9703066749966037,0.1465345906539702,0.8113386496691637
Random Forest,Least Confidence,0.6,2,36000,0.971,0.9708009915353596,0.14648743414543045,0.8095508159046442
Random Forest,Least Confidence,0.8,0,48000,0.9691,0.9688874959991051,0.1256551792747096,1.0937851102728593
Random Forest,Least Confidence,0.8,1,48000,0.9693,0.9690656980456935,0.1251185141111675,1.0916013792941446
Random Forest,Least Confidence,0.8,2,48000,0.9701,0.9699238041288,0.12422058707789371,1.0940524076160631
Random Forest,Least Confidence,1.0,0,60000,0.9691,0.96881441239474,0.10511308958550461,1.3848220280238561
Random Forest,Least Confidence,1.0,1,60000,0.971,0.9708334120501394,0.105284837113709,1.3827428737608325
Random Forest,Least Confidence,1.0,2,60000,0.9695,0.9693053917320436,0.10513002932572565,1.3859136124618916
