strategy,budget_pct,run,n_labeled,accuracy,f1_score,avg_query_time,avg_train_time,backend
Entropy Sampling,0.2,4,12000,0.8737,0.8736181285131895,14.628133296966553,5.769426107406616,cuml
Entropy Sampling,0.4,0,24000,0.8846,0.8843906248364097,14.505288225539188,7.0906401390725,cuml
Entropy Sampling,0.4,1,24000,0.884,0.8838211520394916,14.441429904166688,7.072743380323369,cuml
Entropy Sampling,0.4,2,24000,0.8852,0.8849084798872011,14.496229435535188,7.06560831881584,cuml
Entropy Sampling,0.4,3,24000,0.8835,0.8832775969379713,14.481098251139864,7.074797513637137,cuml
Entropy Sampling,0.4,4,24000,0.8842,0.8839280219623331,14.516750939348912,7.070599307405188,cuml
Entropy Sampling,0.6,0,36000,0.8854,0.8846599155313897,13.28120193347125,8.271367546538231,cuml
Entropy Sampling,0.6,1,36000,0.886,0.885251271133051,13.331290644659124,8.267165543327868,cuml
Entropy Sampling,0.6,2,36000,0.8857,0.885021550239132,13.363529457172877,8.26335127252928,cuml
Entropy Sampling,0.6,3,36000,0.8849,0.8841712071993205,13.29420054462594,8.267215151182363,cuml
Entropy Sampling,0.6,4,36000,0.8856,0.8848192475818861,13.318851860476212,8.252499573667285,cuml
Entropy Sampling,0.8,0,48000,0.8849,0.8840914051283957,11.749657553120663,9.469496285287958,cuml
Entropy Sampling,0.8,1,48000,0.8863,0.8855902466219628,11.710792855212564,9.450806509821039,cuml
Entropy Sampling,0.8,2,48000,0.8862,0.8854607376857807,25.557441392697786,14.473132010510094,cuml
Entropy Sampling,0.8,3,48000,0.8861,0.8853196713471834,38.05519277171085,15.221261267913015,cuml
Entropy Sampling,0.8,4,48000,0.886,0.885192868835359,38.043361980036686,15.195011620772512,cuml
Entropy Sampling,1.0,0,60000,0.8849,0.8840665306621244,31.82659042783144,19.864651024842463,cuml
Entropy Sampling,1.0,1,60000,0.8861,0.8853822483545682,31.861646141324723,19.800368745787804,cuml
Entropy Sampling,1.0,2,60000,0.8856,0.8848229892887354,31.796275114812772,19.783759886477174,cuml
Entropy Sampling,1.0,3,60000,0.885,0.8841833309785004,31.81492993210544,19.735661867285977,cuml
Entropy Sampling,1.0,4,60000,0.8861,0.8852774502541554,31.78441327359496,19.740677607159654,cuml
Margin Sampling,0.2,0,12000,0.8837,0.8836142048073305,53.94828467783721,7.443813707517541,cuml
Margin Sampling,0.2,1,12000,0.8785,0.8784964834228923,54.009867315707,7.377446713654892,cuml
Margin Sampling,0.2,2,12000,0.8845,0.8841825910887845,53.86467116812001,7.40087107990099,cuml
