strategy,budget_pct,run,n_labeled,accuracy,f1_score,avg_query_time,avg_train_time,backend
Margin Sampling,0.6,0,36000,0.098,0.01785063752276867,0.311921734205434,0.16299660776702452,cuml
Margin Sampling,0.6,1,36000,0.098,0.01785063752276867,0.3125076965546944,0.16179690226702623,cuml
Margin Sampling,0.6,2,36000,0.098,0.01785063752276867,0.310761250240702,0.16190662182552715,cuml
Margin Sampling,0.6,3,36000,0.098,0.01785063752276867,0.31639301944786397,0.16450079058257627,cuml
Margin Sampling,0.6,4,36000,0.098,0.01785063752276867,0.3169556067023479,0.16433852827045278,cuml
Margin Sampling,0.8,0,48000,0.098,0.01785063752276867,0.270296375375045,0.21788124285246196,cuml
Margin Sampling,0.8,1,48000,0.098,0.01785063752276867,0.2713305423134252,0.2179500705317447,cuml
Margin Sampling,0.8,2,48000,0.098,0.01785063752276867,0.27198196461326196,0.2168483056520161,cuml
Margin Sampling,0.8,3,48000,0.098,0.01785063752276867,0.27128908508702326,0.21699033787376001,cuml
Margin Sampling,0.8,4,48000,0.098,0.01785063752276867,0.2703110042371248,0.21862737756026418,cuml
Margin Sampling,1.0,0,60000,0.098,0.01785063752276867,0.22649361706581436,0.2686149092281566,cuml
Margin Sampling,1.0,1,60000,0.098,0.01785063752276867,0.22742110540886887,0.275492423722724,cuml
Margin Sampling,1.0,2,60000,0.098,0.01785063752276867,0.22664538351427607,0.27328483196867615,cuml
Margin Sampling,1.0,3,60000,0.098,0.01785063752276867,0.22596642149596655,0.269541457921517,cuml
Margin Sampling,1.0,4,60000,0.098,0.01785063752276867,0.22629213733833378,0.2675507509407877,cuml
Least Confidence,0.2,0,12000,0.098,0.01785063752276867,0.4184206154035485,0.05468177795410156,cuml
Least Confidence,0.2,1,12000,0.098,0.01785063752276867,0.419053606365038,0.056065155112225075,cuml
Least Confidence,0.2,2,12000,0.098,0.01785063752276867,0.42614042240640393,0.05570291436236838,cuml
Least Confidence,0.2,3,12000,0.098,0.01785063752276867,0.4261197214541228,0.054750919342041016,cuml
Least Confidence,0.2,4,12000,0.098,0.01785063752276867,0.4176923606706702,0.05497376815132473,cuml
Least Confidence,0.4,0,24000,0.098,0.01785063752276867,0.369665079928459,0.10674669387492727,cuml
Least Confidence,0.4,1,24000,0.098,0.01785063752276867,0.36903457945965706,0.10845484124853257,cuml
Least Confidence,0.4,2,24000,0.098,0.01785063752276867,0.373950572724038,0.11075700090286579,cuml
Least Confidence,0.4,3,24000,0.098,0.01785063752276867,0.37655291658766726,0.11069259745009402,cuml
Least Confidence,0.4,4,24000,0.098,0.01785063752276867,0.37296384953437967,0.10839589605940149,cuml
Least Confidence,0.6,0,36000,0.098,0.01785063752276867,0.3196646495604179,0.16585659980773926,cuml
Least Confidence,0.6,1,36000,0.098,0.01785063752276867,0.3200150745015749,0.16453673134387378,cuml
Least Confidence,0.6,2,36000,0.098,0.01785063752276867,0.3207044030579043,0.16527014383127991,cuml
Least Confidence,0.6,3,36000,0.098,0.01785063752276867,0.31753324119138043,0.16325509044486033,cuml
Least Confidence,0.6,4,36000,0.098,0.01785063752276867,0.32073830550825094,0.16388861562164736,cuml
Least Confidence,0.8,0,48000,0.098,0.01785063752276867,0.2753528544777318,0.2169119433352822,cuml
Least Confidence,0.8,1,48000,0.098,0.01785063752276867,0.27343790907608834,0.21419216206199246,cuml
Least Confidence,0.8,2,48000,0.098,0.01785063752276867,0.27210153529518527,0.2144311503360146,cuml
Least Confidence,0.8,3,48000,0.098,0.01785063752276867,0.271295670459145,0.21427980724133944,cuml
Least Confidence,0.8,4,48000,0.098,0.01785063752276867,0.2756834130538137,0.22055527536492597,cuml
Least Confidence,1.0,0,60000,0.098,0.01785063752276867,0.23033981563664285,0.2707123235494149,cuml
Least Confidence,1.0,1,60000,0.098,0.01785063752276867,0.22844095390383937,0.2679154932999811,cuml
Least Confidence,1.0,2,60000,0.098,0.01785063752276867,0.23096637765900427,0.2720662225194338,cuml
Least Confidence,1.0,3,60000,0.098,0.01785063752276867,0.22938941106074998,0.26704365065117847,cuml
Least Confidence,1.0,4,60000,0.098,0.01785063752276867,0.2298379625592913,0.2721618924822126,cuml
